"alt","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
383,247,251,245,1956,311,7,63,815,64,326,101,128,77,281,331,166,165,245,245
275,255,260,249,2403,369,9,68,1071,57,336,1061,131,69,510,352,164,188,250,252
251,260,263,257,1605,357,12,89,933,59,145,871,108,83,272,326,196,130,258,261
110,258,266,253,1988,369,33,70,983,127,144,857,90,81,540,317,206,111,253,264
301,252,255,248,1955,298,8,68,858,43,502,77,132,75,333,339,165,174,250,248
275,255,260,249,2403,369,9,68,1071,57,336,1061,131,69,510,352,164,188,250,252
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
275,255,260,249,2403,369,9,68,1071,57,336,1061,131,69,510,352,164,188,250,252
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
301,252,255,248,1955,298,8,68,858,43,502,77,132,75,333,339,165,174,250,248
301,252,255,248,1955,298,8,68,858,43,502,77,132,75,333,339,165,174,250,248
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
301,252,255,248,1955,298,8,68,858,43,502,77,132,75,333,339,165,174,250,248
301,252,255,248,1955,298,8,68,858,43,502,77,132,75,333,339,165,174,250,248
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
221,261,265,258,1536,350,12,90,896,57,131,844,107,83,298,326,198,128,259,263
251,260,263,257,1605,357,12,89,933,59,145,871,108,83,272,326,196,130,258,261
301,252,255,248,1955,298,8,68,858,43,502,77,132,75,333,339,165,174,250,248
183,264,267,261,1706,372,13,88,985,61,92,924,107,82,264,329,200,129,262,265
114,268,273,263,2232,413,26,75,1166,102,199,1109,103,85,362,330,210,120,264,270
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
301,252,255,248,1955,298,8,68,858,43,502,77,132,75,333,339,165,174,250,248
110,258,266,253,1988,369,33,70,983,127,144,857,90,81,540,317,206,111,253,264
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
301,252,255,248,1955,298,8,68,858,43,502,77,132,75,333,339,165,174,250,248
301,252,255,248,1955,298,8,68,858,43,502,77,132,75,333,339,165,174,250,248
139,266,270,261,1952,354,20,74,958,75,94,846,99,81,339,330,208,122,261,268
301,252,255,248,1955,298,8,68,858,43,502,77,132,75,333,339,165,174,250,248
271,257,262,252,2204,347,24,63,945,90,344,945,119,69,455,344,172,172,252,254
271,257,262,252,2204,347,24,63,945,90,344,945,119,69,455,344,172,172,252,254
293,250,253,247,1990,279,20,55,811,117,341,761,121,80,263,325,175,150,248,249
18,265,273,260,1859,300,32,63,851,126,171,799,93,80,574,328,212,116,260,272
163,256,263,250,1835,317,47,62,849,147,208,808,98,80,497,318,196,122,251,257
51,266,269,262,2345,418,67,65,1111,222,222,1085,100,88,287,325,212,113,263,269
231,250,253,247,2031,304,28,60,895,111,307,160,126,80,253,327,171,156,248,249
46,272,281,266,2476,394,84,51,1077,287,287,924,91,80,623,336,223,113,266,281
7,271,279,265,2201,350,43,61,995,154,154,914,92,82,587,334,222,112,265,279
8,268,276,262,1751,279,37,59,776,147,193,744,91,80,598,330,217,113,262,275
250,256,260,252,1774,290,18,64,766,80,240,721,114,79,312,330,186,144,254,257
260,258,263,253,2391,356,18,64,1043,76,363,1033,122,66,466,349,166,183,254,254
65,267,275,261,1945,313,48,58,865,171,171,806,93,80,611,331,216,115,261,275
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
163,256,263,250,1835,317,47,62,849,147,208,808,98,80,497,318,196,122,251,257
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
65,269,278,263,1723,275,33,59,777,114,114,587,88,83,621,329,223,106,263,278
260,258,263,253,2391,356,18,64,1043,76,363,1033,122,66,466,349,166,183,254,254
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
8,268,276,262,1751,279,37,59,776,147,193,744,91,80,598,330,217,113,262,275
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
36,271,278,265,2007,304,67,52,851,208,287,850,97,80,499,335,215,120,267,274
31,261,268,255,2535,473,19,73,1296,84,130,1296,95,80,500,326,208,118,255,266
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
51,270,279,264,2301,361,79,52,996,263,263,873,92,81,620,334,221,113,265,279
31,265,269,261,2297,408,60,60,1060,202,202,1016,97,85,317,325,212,113,261,269
31,265,269,261,2297,408,60,60,1060,202,202,1016,97,85,317,325,212,113,261,269
39,264,269,260,2285,414,51,62,1069,182,218,1017,97,85,340,325,211,114,260,268
31,265,269,261,2297,408,60,60,1060,202,202,1016,97,85,317,325,212,113,261,269
287,253,259,248,2407,383,9,69,1086,51,340,1083,134,70,512,353,162,191,248,251
115,264,268,260,1935,392,48,75,1018,149,164,970,100,85,314,325,208,117,260,265
183,264,267,261,1706,372,13,88,985,61,92,924,107,82,264,329,200,129,262,265
27,265,269,260,2325,417,55,61,1078,195,232,1023,96,85,335,325,213,112,261,269
117,263,268,259,2017,383,47,68,992,166,166,958,98,85,359,324,209,115,259,268
178,260,264,256,1831,296,13,66,781,57,264,781,121,77,305,340,183,157,256,261
18,265,273,260,1859,300,32,63,851,126,171,799,93,80,574,328,212,116,260,272
303,254,259,248,2322,365,12,66,1054,73,325,1054,123,70,457,343,168,175,248,251
183,264,267,261,1706,372,13,88,985,61,92,924,107,82,264,329,200,129,262,265
163,256,263,250,1835,317,47,62,849,147,208,808,98,80,497,318,196,122,251,257
40,272,281,266,2433,376,92,49,1053,314,314,874,92,80,641,337,223,114,266,281
14,268,276,262,1956,312,37,63,889,134,187,834,94,81,584,331,216,115,262,275
207,260,263,255,1866,316,20,68,866,85,212,779,106,80,317,328,196,132,257,261
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
260,258,263,253,2391,356,18,64,1043,76,363,1033,122,66,466,349,166,183,254,254
231,250,253,247,2031,304,28,60,895,111,307,160,126,80,253,327,171,156,248,249
20,265,271,259,2795,559,17,85,1535,61,133,1341,87,82,471,324,219,105,259,271
163,256,263,250,1835,317,47,62,849,147,208,808,98,80,497,318,196,122,251,257
178,260,264,256,1831,296,13,66,781,57,264,781,121,77,305,340,183,157,256,261
39,264,269,260,2285,414,51,62,1069,182,218,1017,97,85,340,325,211,114,260,268
65,269,278,263,1723,275,33,59,777,114,114,587,88,83,621,329,223,106,263,278
28,265,270,259,2655,521,23,79,1410,84,142,1243,90,83,457,324,216,108,259,270
27,261,267,254,2515,484,11,77,1314,55,55,1314,96,80,517,327,207,120,254,267
30,270,272,266,2414,446,45,75,1284,147,147,1164,102,89,256,329,215,114,268,272
178,260,264,256,1831,296,13,66,781,57,264,781,121,77,305,340,183,157,256,261
74,270,277,264,2222,315,71,49,913,236,277,913,96,80,478,333,214,119,264,274
27,261,267,254,2515,484,11,77,1314,55,55,1314,96,80,517,327,207,120,254,267
31,269,272,265,2463,429,55,71,1269,175,175,1156,101,89,281,328,215,113,267,272
17,270,273,265,2537,412,54,64,1194,195,199,1107,102,88,293,330,215,115,267,273
260,258,263,253,2391,356,18,64,1043,76,363,1033,122,66,466,349,166,183,254,254
7,271,279,265,2201,350,43,61,995,154,154,914,92,82,587,334,222,112,265,279
122,266,273,260,2039,317,67,54,889,207,283,889,97,81,502,329,210,119,260,269
248,257,262,252,2327,366,13,66,1047,73,330,1031,124,70,466,347,170,177,252,254
39,264,269,260,2285,414,51,62,1069,182,218,1017,97,85,340,325,211,114,260,268
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
64,269,278,263,2178,340,75,52,941,247,247,831,92,80,634,333,219,114,263,278
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
178,260,264,256,1831,296,13,66,781,57,264,781,121,77,305,340,183,157,256,261
27,261,267,254,2515,484,11,77,1314,55,55,1314,96,80,517,327,207,120,254,267
46,272,281,266,2476,394,84,51,1077,287,287,924,91,80,623,336,223,113,266,281
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
163,256,263,250,1835,317,47,62,849,147,208,808,98,80,497,318,196,122,251,257
178,260,264,256,1831,296,13,66,781,57,264,781,121,77,305,340,183,157,256,261
182,262,266,258,1583,275,6,70,712,32,226,712,129,76,344,347,178,169,258,262
39,264,269,260,2285,414,51,62,1069,182,218,1017,97,85,340,325,211,114,260,268
274,257,261,252,1857,320,20,69,869,82,206,782,104,80,328,325,195,130,255,259
31,265,269,261,2297,408,60,60,1060,202,202,1016,97,85,317,325,212,113,261,269
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
250,256,260,252,1774,290,18,64,766,80,240,721,114,79,312,330,186,144,254,257
110,269,273,265,1987,375,18,79,1025,75,83,1025,99,82,309,332,212,120,265,271
93,266,274,260,2090,324,43,61,930,155,205,930,93,81,580,330,216,114,260,273
260,258,263,253,2391,356,18,64,1043,76,363,1033,122,66,466,349,166,183,254,254
71,266,274,260,1868,297,50,56,820,176,176,765,92,81,602,329,216,113,260,274
260,258,263,253,2391,356,18,64,1043,76,363,1033,122,66,466,349,166,183,254,254
120,267,270,264,1862,348,16,78,961,69,146,818,106,79,269,335,201,134,264,267
8,268,276,262,1751,279,37,59,776,147,193,744,91,80,598,330,217,113,262,275
178,260,264,256,1831,296,13,66,781,57,264,781,121,77,305,340,183,157,256,261
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
27,265,269,260,2325,417,55,61,1078,195,232,1023,96,85,335,325,213,112,261,269
65,267,275,261,1945,313,48,58,865,171,171,806,93,80,611,331,216,115,261,275
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
51,266,269,262,2345,418,67,65,1111,222,222,1085,100,88,287,325,212,113,263,269
260,258,263,253,2391,356,18,64,1043,76,363,1033,122,66,466,349,166,183,254,254
260,258,263,253,2391,356,18,64,1043,76,363,1033,122,66,466,349,166,183,254,254
178,260,264,256,1831,296,13,66,781,57,264,781,121,77,305,340,183,157,256,261
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
122,266,273,260,2039,317,67,54,889,207,283,889,97,81,502,329,210,119,260,269
293,250,253,247,1990,279,20,55,811,117,341,761,121,80,263,325,175,150,248,249
231,250,253,247,2031,304,28,60,895,111,307,160,126,80,253,327,171,156,248,249
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
231,250,253,247,2031,304,28,60,895,111,307,160,126,80,253,327,171,156,248,249
110,266,275,260,2136,340,65,55,929,216,216,847,93,81,616,330,216,114,260,275
199,259,263,255,1695,286,16,65,728,73,225,689,114,78,312,334,188,146,257,260
293,250,253,247,1990,279,20,55,811,117,341,761,121,80,263,325,175,150,248,249
293,250,253,247,1990,279,20,55,811,117,341,761,121,80,263,325,175,150,248,249
293,250,253,247,1990,279,20,55,811,117,341,761,121,80,263,325,175,150,248,249
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
293,250,253,247,1990,279,20,55,811,117,341,761,121,80,263,325,175,150,248,249
190,260,264,256,1901,323,20,68,893,88,208,795,106,82,315,327,198,129,258,261
222,261,264,257,1751,277,7,69,758,35,264,75,128,75,298,346,176,170,259,258
163,264,269,260,2359,349,23,60,1037,102,356,186,110,65,404,346,178,168,261,261
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
112,267,274,261,2008,302,66,50,841,214,296,824,98,80,517,331,209,122,262,270
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
254,257,261,252,1837,307,19,66,837,84,220,760,108,80,313,326,192,134,255,258
199,259,263,255,1844,294,13,67,792,53,271,778,123,76,335,340,180,160,255,260
216,259,263,255,1808,290,11,68,780,44,269,780,127,76,315,343,176,167,255,258
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
179,261,265,256,1841,292,12,67,801,51,270,782,122,76,330,341,182,159,257,261
81,263,268,258,2176,389,39,62,1011,161,161,1011,96,84,382,324,210,114,258,268
61,266,272,262,2182,376,36,60,978,171,171,951,94,84,403,326,215,111,262,272
209,260,264,257,1672,283,7,69,740,36,242,697,128,75,308,345,176,169,257,259
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
81,263,268,258,2176,389,39,62,1011,161,161,1011,96,84,382,324,210,114,258,268
61,266,272,262,2182,376,36,60,978,171,171,951,94,84,403,326,215,111,262,272
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
209,260,264,257,1672,283,7,69,740,36,242,697,128,75,308,345,176,169,257,259
19,268,274,261,2741,525,24,80,1460,84,84,1312,83,84,466,323,225,98,262,274
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
172,267,270,262,1748,270,5,69,769,34,254,77,127,75,348,351,182,169,266,263
30,265,270,259,2520,475,35,71,1268,132,181,1152,90,84,422,323,217,106,260,270
93,263,267,259,2138,392,46,64,1019,171,171,986,98,85,349,324,209,115,259,267
93,263,267,259,2138,392,46,64,1019,171,171,986,98,85,349,324,209,115,259,267
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
209,260,264,257,1672,283,7,69,740,36,242,697,128,75,308,345,176,169,257,259
201,259,263,256,1584,269,25,66,756,83,193,683,111,76,301,333,187,146,256,259
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
209,260,264,257,1672,283,7,69,740,36,242,697,128,75,308,345,176,169,257,259
172,267,270,262,1748,270,5,69,769,34,254,77,127,75,348,351,182,169,266,263
30,265,270,259,2520,475,35,71,1268,132,181,1152,90,84,422,323,217,106,260,270
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
61,266,272,262,2182,376,36,60,978,171,171,951,94,84,403,326,215,111,262,272
81,263,268,258,2176,389,39,62,1011,161,161,1011,96,84,382,324,210,114,258,268
19,268,274,261,2741,525,24,80,1460,84,84,1312,83,84,466,323,225,98,262,274
81,263,268,258,2176,389,39,62,1011,161,161,1011,96,84,382,324,210,114,258,268
61,266,272,262,2182,376,36,60,978,171,171,951,94,84,403,326,215,111,262,272
93,263,267,259,2138,392,46,64,1019,171,171,986,98,85,349,324,209,115,259,267
93,263,267,259,2138,392,46,64,1019,171,171,986,98,85,349,324,209,115,259,267
16,268,271,263,2373,340,82,48,954,266,266,936,103,87,327,331,213,118,265,271
72,268,275,261,1961,299,61,53,829,198,263,823,98,80,497,331,209,122,263,270
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
209,260,264,257,1672,283,7,69,740,36,242,697,128,75,308,345,176,169,257,259
26,265,269,260,2315,427,44,63,1093,168,193,1026,96,84,355,325,212,113,260,268
172,267,270,262,1748,270,5,69,769,34,254,77,127,75,348,351,182,169,266,263
224,259,262,256,1823,287,10,68,780,39,283,78,129,76,292,344,175,169,257,257
211,260,263,257,1823,287,10,69,781,40,279,80,128,75,289,345,176,169,257,258
26,265,269,260,2315,427,44,63,1093,168,193,1026,96,84,355,325,212,113,260,268
245,250,254,247,2010,310,10,65,887,56,460,875,126,76,343,333,169,164,247,248
30,265,270,259,2520,475,35,71,1268,132,181,1152,90,84,422,323,217,106,260,270
46,272,281,266,2476,394,84,51,1077,287,287,924,91,80,623,336,223,113,266,281
395,249,252,245,1902,306,7,67,812,47,309,82,129,76,301,334,165,169,247,246
131,271,278,265,2355,381,94,49,1034,294,294,744,91,81,544,334,222,112,266,278
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
156,255,262,249,1866,308,46,62,853,157,184,796,97,79,527,318,196,122,250,261
36,267,276,261,1629,266,35,60,734,132,158,734,87,80,602,327,219,108,261,274
215,250,254,247,1957,313,30,60,862,107,282,862,121,81,308,325,176,149,247,249
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
31,267,272,261,2620,491,32,75,1350,116,116,1226,86,86,429,322,222,100,262,272
16,268,271,263,2373,340,82,48,954,266,266,936,103,87,327,331,213,118,265,271
27,265,269,260,2325,417,55,61,1078,195,232,1023,96,85,335,325,213,112,261,269
172,267,270,262,1748,270,5,69,769,34,254,77,127,75,348,351,182,169,266,263
245,250,254,247,2010,310,10,65,887,56,460,875,126,76,343,333,169,164,247,248
20,267,272,260,2768,543,21,83,1496,74,74,1327,85,84,472,323,222,101,261,272
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
188,260,264,256,1832,290,12,67,791,49,271,779,125,77,317,342,180,162,256,260
93,263,267,259,2138,392,46,64,1019,171,171,986,98,85,349,324,209,115,259,267
24,267,270,263,2446,352,82,50,1007,258,267,968,103,87,315,330,212,118,265,270
336,260,270,252,1884,393,45,63,891,158,158,452,105,77,699,340,205,135,255,270
38,266,271,260,2511,454,43,68,1235,158,158,1140,88,85,399,322,219,103,261,271
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
71,266,274,260,1868,297,50,56,820,176,176,765,92,81,602,329,216,113,260,274
94,266,273,260,1944,305,63,57,879,195,256,879,97,80,510,329,209,120,260,268
215,250,254,247,1957,313,30,60,862,107,282,862,121,81,308,325,176,149,247,249
211,260,263,257,1823,287,10,69,781,40,279,80,128,75,289,345,176,169,257,258
209,260,264,257,1672,283,7,69,740,36,242,697,128,75,308,345,176,169,257,259
184,264,268,260,1854,291,6,69,814,37,265,84,128,75,308,349,180,169,263,262
35,261,267,256,2444,451,23,69,1207,105,135,1207,96,81,459,326,208,118,256,266
20,267,272,260,2768,543,21,83,1496,74,74,1327,85,84,472,323,222,101,261,272
66,271,277,265,2132,313,65,49,881,221,273,867,97,79,488,335,213,122,267,274
16,268,271,263,2373,340,82,48,954,266,266,936,103,87,327,331,213,118,265,271
24,267,270,263,2446,352,82,50,1007,258,267,968,103,87,315,330,212,118,265,270
46,272,281,266,2476,394,84,51,1077,287,287,924,91,80,623,336,223,113,266,281
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
172,267,270,262,1748,270,5,69,769,34,254,77,127,75,348,351,182,169,266,263
42,266,269,261,2287,400,71,60,1051,219,219,1014,98,86,309,325,212,113,262,269
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
81,263,268,258,2176,389,39,62,1011,161,161,1011,96,84,382,324,210,114,258,268
219,260,263,256,1780,279,9,68,764,37,275,75,129,75,308,345,175,170,258,257
25,263,269,257,2656,521,19,80,1419,72,129,1419,91,81,471,325,213,112,257,268
215,250,254,247,1957,313,30,60,862,107,282,862,121,81,308,325,176,149,247,249
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
207,263,269,256,2078,316,63,50,869,213,328,847,99,79,507,327,203,124,257,265
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
172,267,270,262,1748,270,5,69,769,34,254,77,127,75,348,351,182,169,266,263
131,271,278,265,2355,381,94,49,1034,294,294,744,91,81,544,334,222,112,266,278
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
31,265,269,261,2297,408,60,60,1060,202,202,1016,97,85,317,325,212,113,261,269
172,267,270,262,1748,270,5,69,769,34,254,77,127,75,348,351,182,169,266,263
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
209,260,264,257,1672,283,7,69,740,36,242,697,128,75,308,345,176,169,257,259
26,265,269,260,2315,427,44,63,1093,168,193,1026,96,84,355,325,212,113,260,268
31,267,272,261,2620,491,32,75,1350,116,116,1226,86,86,429,322,222,100,262,272
36,265,269,261,2245,408,48,63,1057,176,176,1013,98,85,344,326,211,115,261,269
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
444,246,249,242,1911,308,6,66,817,47,315,81,130,76,295,331,162,169,244,243
31,265,269,261,2297,408,60,60,1060,202,202,1016,97,85,317,325,212,113,261,269
16,268,271,263,2373,340,82,48,954,266,266,936,103,87,327,331,213,118,265,271
156,255,262,249,1866,308,46,62,853,157,184,796,97,79,527,318,196,122,250,261
30,265,270,259,2520,475,35,71,1268,132,181,1152,90,84,422,323,217,106,260,270
77,268,276,261,1806,268,39,54,773,145,165,596,90,83,592,329,221,108,263,276
24,267,270,263,2446,352,82,50,1007,258,267,968,103,87,315,330,212,118,265,270
245,250,254,247,2010,310,10,65,887,56,460,875,126,76,343,333,169,164,247,248
25,263,269,257,2656,521,19,80,1419,72,129,1419,91,81,471,325,213,112,257,268
36,265,269,261,2245,408,48,63,1057,176,176,1013,98,85,344,326,211,115,261,269
66,268,277,262,2234,361,59,58,995,196,196,918,93,81,614,332,218,114,262,277
26,265,269,260,2315,427,44,63,1093,168,193,1026,96,84,355,325,212,113,260,268
72,268,275,261,1961,299,61,53,829,198,263,823,98,80,497,331,209,122,263,270
30,265,270,259,2520,475,35,71,1268,132,181,1152,90,84,422,323,217,106,260,270
27,265,269,260,2325,417,55,61,1078,195,232,1023,96,85,335,325,213,112,261,269
36,265,269,261,2245,408,48,63,1057,176,176,1013,98,85,344,326,211,115,261,269
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
293,250,253,247,1990,279,20,55,811,117,341,761,121,80,263,325,175,150,248,249
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
166,254,260,249,1719,301,48,61,809,152,206,779,97,80,472,315,195,120,250,255
202,263,267,259,1760,278,6,69,769,35,259,77,128,75,317,348,178,170,262,261
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
202,263,267,259,1760,278,6,69,769,35,259,77,128,75,317,348,178,170,262,261
166,254,260,249,1719,301,48,61,809,152,206,779,97,80,472,315,195,120,250,255
202,263,267,259,1760,278,6,69,769,35,259,77,128,75,317,348,178,170,262,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
202,263,267,259,1760,278,6,69,769,35,259,77,128,75,317,348,178,170,262,261
202,263,267,259,1760,278,6,69,769,35,259,77,128,75,317,348,178,170,262,261
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
250,256,262,251,2387,373,10,68,1079,65,331,1061,128,69,491,350,167,183,251,253
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
250,256,262,251,2387,373,10,68,1079,65,331,1061,128,69,491,350,167,183,251,253
309,254,258,250,1898,299,8,69,843,37,495,68,132,75,351,342,167,175,253,250
250,256,262,251,2387,373,10,68,1079,65,331,1061,128,69,491,350,167,183,251,253
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
222,264,267,258,1733,274,4,71,773,30,260,62,128,74,390,349,177,172,263,259
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
260,258,263,253,2391,356,18,64,1043,76,363,1033,122,66,466,349,166,183,254,254
23,266,273,260,2248,376,26,61,980,127,127,970,88,82,489,324,217,107,262,273
183,264,267,261,1706,372,13,88,985,61,92,924,107,82,264,329,200,129,262,265
194,260,264,256,1764,283,11,68,765,43,259,749,127,76,324,344,177,167,256,260
26,267,273,261,2289,373,26,59,979,151,151,979,89,83,463,325,218,107,261,273
147,264,268,260,1699,298,22,68,799,82,194,720,106,77,310,334,198,136,260,265
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
165,264,267,261,1631,368,14,90,948,61,137,898,106,84,273,328,202,126,262,265
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
36,266,269,261,2311,400,71,59,1049,223,223,1011,97,86,309,325,213,112,262,269
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
251,260,263,257,1605,357,12,89,933,59,145,871,108,83,272,326,196,130,258,261
223,266,269,258,1782,290,3,72,814,29,449,60,127,74,446,349,179,170,267,260
250,256,260,252,1774,290,18,64,766,80,240,721,114,79,312,330,186,144,254,257
36,265,269,261,2245,408,48,63,1057,176,176,1013,98,85,344,326,211,115,261,269
36,266,269,261,2311,400,71,59,1049,223,223,1011,97,86,309,325,213,112,262,269
202,262,266,259,1618,363,13,90,941,59,140,886,107,83,269,327,199,128,260,264
37,267,270,263,2438,418,72,59,1119,252,252,1061,98,88,266,325,214,111,265,270
133,256,263,251,1818,322,44,63,858,138,223,831,99,80,482,319,196,123,252,258
221,261,265,258,1536,350,12,90,896,57,131,844,107,83,298,326,198,128,259,263
221,261,265,258,1536,350,12,90,896,57,131,844,107,83,298,326,198,128,259,263
201,253,257,248,1819,314,15,70,886,89,168,886,107,84,350,317,190,127,248,252
30,264,269,260,2273,415,43,63,1071,165,196,1071,97,84,359,326,211,115,260,268
147,264,268,260,1699,298,22,68,799,82,194,720,106,77,310,334,198,136,260,265
21,268,270,263,2618,404,92,52,1117,301,301,1105,95,88,253,324,217,107,265,270
26,267,273,261,2289,373,26,59,979,151,151,979,89,83,463,325,218,107,261,273
133,256,263,251,1818,322,44,63,858,138,223,831,99,80,482,319,196,123,252,258
71,264,268,260,2151,397,51,65,1033,177,177,1001,98,85,346,325,210,115,260,268
30,264,269,260,2273,415,43,63,1071,165,196,1071,97,84,359,326,211,115,260,268
23,267,270,262,2391,395,78,55,1056,250,250,1025,95,87,290,324,216,108,264,270
28,265,270,259,2655,521,23,79,1410,84,142,1243,90,83,457,324,216,108,259,270
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
